year,vehicle_class,MPG(comb),cylinders,displ (L),drive,trany
1985,Compact Cars,17,8.0,4.1,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,17,6.0,2.8,4-Wheel Drive,Manual
1985,Two Seaters,25,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Standard Pickup Trucks,16,6.0,4.2,4-Wheel Drive,Automatic
1985,Compact Cars,18,6.0,2.8,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,15,6.0,4.2,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,20,4.0,2.5,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,14,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,12,8.0,5.7,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.7,4-Wheel Drive,Manual
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Automatic
1985,Two Seaters,11,8.0,2.9,Rear-Wheel Drive,Manual
1985,Subcompact Cars,22,4.0,1.6,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,19,4.0,2.5,4-Wheel Drive,Automatic
1985,Subcompact Cars,20,4.0,1.8,Rear-Wheel Drive,Automatic
1985,Vans,16,6.0,4.9,Rear-Wheel Drive,Automatic
1985,Compact Cars,20,6.0,2.8,Front-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,1.6,Front-Wheel Drive,Manual
1985,Compact Cars,18,6.0,2.8,Front-Wheel Drive,Manual
1985,Vans,21,4.0,2.5,Rear-Wheel Drive,Manual
1985,Compact Cars,20,6.0,2.8,Front-Wheel Drive,Automatic
1985,Vans,22,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,18,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,1.6,Front-Wheel Drive,Manual
1985,Compact Cars,19,6.0,2.8,Front-Wheel Drive,Manual
1985,Two Seaters,22,4.0,2.0,Rear-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Compact Cars,20,6.0,2.8,Front-Wheel Drive,Automatic
1985,Vans,20,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Compact Cars,24,4.0,2.5,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.9,4-Wheel Drive,Automatic
1985,Compact Cars,24,4.0,2.0,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,11,8.0,5.9,4-Wheel Drive,Automatic
1985,Compact Cars,24,4.0,2.0,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,19,4.0,2.4,4-Wheel Drive,Manual
1985,Compact Cars,20,6.0,3.0,Front-Wheel Drive,Automatic
1985,Subcompact Cars,21,4.0,1.8,Rear-Wheel Drive,Manual
1985,Standard Pickup Trucks,19,4.0,2.4,4-Wheel Drive,Automatic
1985,Two Seaters,14,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,1.6,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,21,4.0,2.4,4-Wheel Drive,Manual
1985,Compact Cars,25,4.0,2.5,Front-Wheel Drive,Manual
1985,Compact Cars,24,4.0,2.0,Front-Wheel Drive,Manual
1985,Subcompact Cars,27,4.0,1.5,Front-Wheel Drive,Automatic
1985,Vans,16,6.0,4.9,Rear-Wheel Drive,Manual
1985,Subcompact Cars,17,8.0,5.0,Rear-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Vans,12,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,17,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,14,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Vans,15,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,19,6.0,2.8,Rear-Wheel Drive,Manual
1985,Vans,15,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Vans,15,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,19,6.0,2.8,Rear-Wheel Drive,Automatic
1985,Vans,11,8.0,5.8,Rear-Wheel Drive,Automatic
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,22,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,13,8.0,5.7,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,17,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,26,4.0,1.8,Front-Wheel Drive,Manual
1985,Vans,21,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,19,6.0,4.3,Rear-Wheel Drive,Manual
1985,Subcompact Cars,21,4.0,1.8,Front-Wheel Drive,Manual
1985,Vans,20,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Automatic
1985,Vans,20,4.0,2.0,Rear-Wheel Drive,Automatic
1985,Vans,11,8.0,5.7,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,23,4.0,1.8,Front-Wheel Drive,Automatic
1985,Vans,21,4.0,2.0,Rear-Wheel Drive,Manual
1985,Subcompact Cars,20,4.0,2.2,Front-Wheel Drive,Manual
1985,Subcompact Cars,20,4.0,1.8,Front-Wheel Drive,Automatic
1985,Vans,20,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Vans,21,4.0,2.5,Rear-Wheel Drive,Manual
1985,Subcompact Cars,18,4.0,2.6,Rear-Wheel Drive,Manual
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,12,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,26,4.0,2.2,Front-Wheel Drive,Manual
1985,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Automatic
1985,Vans,15,6.0,3.7,Rear-Wheel Drive,Automatic
1985,Vans,13,8.0,5.2,Rear-Wheel Drive,Manual
1985,Subcompact Cars,27,4.0,1.6,Front-Wheel Drive,Manual
1985,Two Seaters,14,4.0,2.2,Rear-Wheel Drive,Manual
1985,Two Seaters,22,4.0,1.5,Rear-Wheel Drive,Manual
1985,Vans,13,8.0,5.2,Rear-Wheel Drive,Manual
1985,Vans,15,6.0,3.7,Rear-Wheel Drive,Manual
1985,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
1985,Vans,13,8.0,5.2,Rear-Wheel Drive,Automatic
1985,Vans,12,8.0,5.2,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
1985,Vans,11,8.0,5.2,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,27,4.0,2.2,Front-Wheel Drive,Manual
1985,Two Seaters,11,12.0,4.9,Rear-Wheel Drive,Manual
1985,Vans,10,8.0,5.9,Rear-Wheel Drive,Automatic
1985,Vans,22,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,11,8.0,5.7,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,26,4.0,2.2,Front-Wheel Drive,Manual
1985,Vans,15,6.0,4.3,Rear-Wheel Drive,Manual
1985,Subcompact Cars,22,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,16,6.0,4.9,Rear-Wheel Drive,Manual
1985,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Manual
1985,Vans,12,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Vans,14,6.0,4.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,23,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Vans,14,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Vans,13,6.0,4.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,21,4.0,2.2,Front-Wheel Drive,Manual
1985,Vans,13,8.0,5.7,Rear-Wheel Drive,Automatic
1985,Vans,10,8.0,5.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,27,4.0,2.2,Front-Wheel Drive,Manual
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Manual
1985,Vans,10,8.0,5.2,Rear-Wheel Drive,Automatic
1985,Vans,10,8.0,5.2,Rear-Wheel Drive,Automatic
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Subcompact Cars,26,4.0,1.6,Rear-Wheel Drive,Automatic
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,2.4,Rear-Wheel Drive,Manual
1985,Vans,11,8.0,5.8,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,18,4.0,2.6,Rear-Wheel Drive,Manual
1985,Subcompact Cars,22,4.0,2.4,Rear-Wheel Drive,Automatic
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,25,4.0,1.8,Front-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,34,4.0,1.5,Front-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,12,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,21,4.0,1.8,Front-Wheel Drive,Automatic
1985,Subcompact Cars,19,6.0,3.0,Rear-Wheel Drive,Manual
1985,Subcompact Cars,19,6.0,2.8,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,24,4.0,1.6,Rear-Wheel Drive,Manual
1985,Subcompact Cars,30,4.0,1.5,Front-Wheel Drive,Manual
1985,Vans,18,6.0,4.9,Rear-Wheel Drive,Manual
1985,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Manual
1985,Vans,12,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,26,4.0,1.6,Rear-Wheel Drive,Automatic
1985,Vans,11,8.0,5.8,Rear-Wheel Drive,Automatic
1985,Vans,14,6.0,4.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,19,6.0,2.8,Rear-Wheel Drive,Manual
1985,Vans,13,6.0,4.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,25,4.0,1.8,Front-Wheel Drive,Manual
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Manual
1985,Vans,16,4.0,1.9,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,27,4.0,1.5,Front-Wheel Drive,Automatic
1985,Vans,15,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,21,4.0,2.0,Rear-Wheel Drive,Manual
1985,Vans,20,4.0,2.5,Rear-Wheel Drive,Automatic
1985,Vans,20,4.0,2.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Manual
1985,Vans,21,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Subcompact Cars,27,4.0,1.6,Rear-Wheel Drive,Manual
1985,Vans,22,4.0,2.5,Rear-Wheel Drive,Manual
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,18,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,23,4.0,1.6,Front-Wheel Drive,Manual
1985,Vans,17,6.0,4.3,Rear-Wheel Drive,Manual
1985,Vans,16,6.0,4.3,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,19,4.0,2.2,Front-Wheel Drive,Automatic
1985,Vans,13,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,22,4.0,1.8,Front-Wheel Drive,Automatic
1985,Vans,15,8.0,5.0,Rear-Wheel Drive,Automatic
1985,Subcompact Cars,29,4.0,1.6,Front-Wheel Drive,Manual
1985,Vans,14,8.0,5.0,Rear-Wheel Drive,Manual
1985,Subcompact Cars,8,8.0,6.8,Rear-Wheel Drive,Automatic
1985,Vans,14,8.0,5.0,Rear-Wheel Drive,Manual
1985,Subcompact Cars,23,4.0,2.2,Front-Wheel Drive,Manual
1985,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
1985,Vans,17,4.0,1.9,Rear-Wheel Drive,Manual
1985,Standard Pickup Trucks,12,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,13,6.0,4.9,4-Wheel Drive,Automatic
1985,Compact Cars,18,6.0,2.8,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,10,8.0,5.9,4-Wheel Drive,Manual
1985,Subcompact Cars,25,4.0,1.6,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.9,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.2,4-Wheel Drive,Manual
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Manual
1985,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,12,8.0,5.2,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,10,8.0,5.9,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,11,8.0,5.9,4-Wheel Drive,Automatic
1985,Subcompact Cars,18,4.0,2.6,Rear-Wheel Drive,Manual
1985,Two Seaters,18,6.0,3.0,Rear-Wheel Drive,Manual
1985,Standard Pickup Trucks,12,8.0,5.2,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,16,6.0,4.9,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,13,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,14,8.0,5.0,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,16,6.0,4.9,4-Wheel Drive,Manual
1985,Compact Cars,19,6.0,2.8,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,13,6.0,4.9,4-Wheel Drive,Automatic
1985,Subcompact Cars,29,4.0,1.6,Front-Wheel Drive,Manual
1985,Subcompact Cars,18,4.0,2.6,Rear-Wheel Drive,Manual
1985,Standard Pickup Trucks,11,8.0,5.8,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.8,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,12,8.0,5.8,4-Wheel Drive,Manual
1985,Subcompact Cars,30,4.0,1.5,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,13,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,14,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,14,8.0,5.0,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,16,6.0,4.9,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,11,8.0,5.2,4-Wheel Drive,Manual
1985,Compact Cars,29,4.0,1.6,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,11,8.0,5.7,4-Wheel Drive,Manual
1985,Compact Cars,17,4.0,2.3,Rear-Wheel Drive,Automatic
1985,Standard Pickup Trucks,12,8.0,5.7,4-Wheel Drive,Automatic
1985,Compact Cars,17,4.0,2.3,Rear-Wheel Drive,Automatic
1985,Two Seaters,25,4.0,2.5,Rear-Wheel Drive,Manual
1985,Compact Cars,17,6.0,3.0,Front-Wheel Drive,Automatic
1985,Compact Cars,19,6.0,3.0,Front-Wheel Drive,Automatic
1985,Subcompact Cars,19,4.0,2.2,Front-Wheel Drive,Automatic
1985,Compact Cars,19,6.0,3.0,Front-Wheel Drive,Manual
1985,Subcompact Cars,23,4.0,1.8,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,14,8.0,5.0,4-Wheel Drive,Manual
1985,Compact Cars,22,4.0,2.0,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,12,8.0,5.0,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,13,8.0,5.0,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,15,6.0,4.3,4-Wheel Drive,Manual
1985,Subcompact Cars,25,4.0,1.6,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,12,8.0,5.2,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,12,8.0,5.2,4-Wheel Drive,Automatic
1985,Subcompact Cars,29,4.0,1.6,Front-Wheel Drive,Manual
1985,Compact Cars,26,4.0,1.6,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,14,6.0,3.7,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,18,4.0,2.4,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,17,6.0,2.8,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,17,6.0,2.8,4-Wheel Drive,Manual
1985,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,18,6.0,2.8,4-Wheel Drive,Automatic
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Manual
1985,Standard Pickup Trucks,21,4.0,2.5,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,20,4.0,2.5,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,19,4.0,2.5,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.2,4-Wheel Drive,Manual
1985,Standard Pickup Trucks,10,8.0,5.8,4-Wheel Drive,Manual
1985,Compact Cars,22,4.0,2.3,Front-Wheel Drive,Manual
1985,Standard Pickup Trucks,13,8.0,5.0,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,15,6.0,4.3,4-Wheel Drive,Manual
1985,Subcompact Cars,19,4.0,2.6,Rear-Wheel Drive,Automatic
1985,Standard Pickup Trucks,11,8.0,5.8,4-Wheel Drive,Automatic
1985,Standard Pickup Trucks,16,6.0,4.3,4-Wheel Drive,Automatic
1985,Subcompact Cars,22,4.0,1.6,Front-Wheel Drive,Automatic
1985,Standard Pickup Trucks,15,6.0,4.3,4-Wheel Drive,Manual
1986,Small Station Wagons,23,4.0,1.9,Front-Wheel Drive,Automatic
1986,Small Station Wagons,23,4.0,2.0,Front-Wheel Drive,Manual
1986,Compact Cars,24,4.0,1.8,Front-Wheel Drive,Automatic
1986,Small Station Wagons,21,4.0,2.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,30,4.0,1.6,Front-Wheel Drive,Manual
1986,Subcompact Cars,26,4.0,2.2,Front-Wheel Drive,Manual
1986,Small Station Wagons,25,4.0,1.6,Front-Wheel Drive,Automatic
1986,Small Station Wagons,18,6.0,3.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,19,6.0,2.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,29,4.0,1.9,Front-Wheel Drive,Manual
1986,Large Cars,8,8.0,6.8,Rear-Wheel Drive,Automatic
1986,Large Cars,21,4.0,2.0,Front-Wheel Drive,Manual
1986,Subcompact Cars,26,4.0,2.0,Front-Wheel Drive,Manual
1986,Subcompact Cars,21,4.0,2.5,Front-Wheel Drive,Automatic
1986,Small Station Wagons,24,4.0,1.8,Front-Wheel Drive,Automatic
1986,Small Station Wagons,27,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,22,4.0,2.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,25,4.0,2.0,Front-Wheel Drive,Manual
1986,Small Station Wagons,22,4.0,2.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,25,4.0,2.0,Front-Wheel Drive,Manual
1986,Compact Cars,21,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,24,4.0,2.0,Front-Wheel Drive,Manual
1986,Small Station Wagons,19,6.0,2.8,Front-Wheel Drive,Automatic
1986,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Automatic
1986,Vans,14,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Small Station Wagons,26,4.0,1.5,Front-Wheel Drive,Automatic
1986,Small Station Wagons,25,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,23,4.0,2.2,Front-Wheel Drive,Manual
1986,Small Station Wagons,19,4.0,2.2,Front-Wheel Drive,Automatic
1986,Small Station Wagons,25,4.0,2.0,Front-Wheel Drive,Manual
1986,Small Station Wagons,27,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,24,4.0,1.8,Front-Wheel Drive,Automatic
1986,Small Station Wagons,23,4.0,2.0,Front-Wheel Drive,Manual
1986,Small Station Wagons,21,4.0,2.0,Front-Wheel Drive,Automatic
1986,Compact Cars,16,6.0,3.4,Rear-Wheel Drive,Manual
1986,Subcompact Cars,21,4.0,1.9,Rear-Wheel Drive,Automatic
1986,Small Station Wagons,19,6.0,2.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,19,6.0,2.8,Front-Wheel Drive,Automatic
1986,Small Station Wagons,25,4.0,2.0,Front-Wheel Drive,Manual
1986,Small Station Wagons,22,4.0,2.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,27,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Station Wagons,28,4.0,1.5,Front-Wheel Drive,Manual
1986,Small Station Wagons,24,4.0,1.5,4-Wheel Drive,Manual
1986,Small Station Wagons,24,4.0,1.9,Front-Wheel Drive,Automatic
1986,Small Station Wagons,29,4.0,1.9,Front-Wheel Drive,Manual
1986,Small Station Wagons,26,4.0,1.9,Front-Wheel Drive,Manual
1986,Small Station Wagons,20,4.0,1.5,Rear-Wheel Drive,Automatic
1986,Small Station Wagons,26,4.0,1.9,Front-Wheel Drive,Manual
1986,Compact Cars,20,4.0,1.8,Front-Wheel Drive,Automatic
1986,Small Station Wagons,24,4.0,1.5,Rear-Wheel Drive,Manual
1986,Small Station Wagons,24,4.0,1.5,Rear-Wheel Drive,Manual
1986,Compact Cars,26,4.0,1.9,Front-Wheel Drive,Manual
1986,Small Station Wagons,21,4.0,2.0,Front-Wheel Drive,Automatic
1986,Small Station Wagons,24,4.0,1.8,Front-Wheel Drive,Automatic
1986,Subcompact Cars,20,4.0,1.9,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,31,4.0,1.5,Front-Wheel Drive,Manual
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,19,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Large Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize Cars,20,4.0,2.3,Rear-Wheel Drive,Manual
1986,Midsize Cars,21,4.0,2.3,Rear-Wheel Drive,Automatic
1986,Compact Cars,23,4.0,2.5,Front-Wheel Drive,Automatic
1986,Midsize Cars,18,4.0,2.3,Rear-Wheel Drive,Automatic
1986,Midsize Cars,12,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize Cars,12,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize Cars,9,8.0,6.8,Rear-Wheel Drive,Automatic
1986,Midsize Cars,19,6.0,2.8,Front-Wheel Drive,Automatic
1986,Midsize Cars,18,6.0,2.8,Front-Wheel Drive,Automatic
1986,Midsize Cars,20,6.0,2.8,Front-Wheel Drive,Automatic
1986,Midsize Cars,19,6.0,2.8,Front-Wheel Drive,Automatic
1986,Compact Cars,24,4.0,2.5,Front-Wheel Drive,Manual
1986,Midsize Cars,23,4.0,2.5,Front-Wheel Drive,Automatic
1986,Midsize Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize Cars,21,4.0,2.5,Front-Wheel Drive,Automatic
1986,Subcompact Cars,26,4.0,1.5,Front-Wheel Drive,Automatic
1986,Midsize Cars,19,4.0,2.5,Front-Wheel Drive,Automatic
1986,Compact Cars,20,6.0,3.0,Front-Wheel Drive,Automatic
1986,Midsize Cars,18,6.0,3.8,Rear-Wheel Drive,Automatic
1986,Midsize Cars,18,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Midsize Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Vans,22,4.0,2.5,Rear-Wheel Drive,Manual
1986,Midsize Cars,18,6.0,3.8,Rear-Wheel Drive,Automatic
1986,Midsize Cars,18,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Midsize Cars,19,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Vans,13,8.0,5.7,Rear-Wheel Drive,Automatic
1986,Midsize Cars,19,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Midsize Cars,22,4.0,2.3,Rear-Wheel Drive,Manual
1986,Midsize Cars,18,6.0,2.8,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,24,4.0,2.0,Front-Wheel Drive,Manual
1986,Large Cars,14,8.0,5.8,Rear-Wheel Drive,Automatic
1986,Large Cars,13,8.0,5.8,Rear-Wheel Drive,Automatic
1986,Compact Cars,22,4.0,2.0,Front-Wheel Drive,Automatic
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,19,6.0,3.0,Front-Wheel Drive,Automatic
1986,Large Cars,20,6.0,3.8,Front-Wheel Drive,Automatic
1986,Large Cars,20,6.0,3.8,Front-Wheel Drive,Automatic
1986,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Automatic
1986,Large Cars,18,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Small Station Wagons,21,4.0,1.8,Front-Wheel Drive,Automatic
1986,Large Cars,16,4.0,2.3,Rear-Wheel Drive,Automatic
1986,Compact Cars,27,4.0,1.8,Front-Wheel Drive,Manual
1986,Large Cars,14,8.0,5.7,Rear-Wheel Drive,Automatic
1986,Large Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,20,6.0,3.8,Front-Wheel Drive,Automatic
1986,Large Cars,19,6.0,3.0,Front-Wheel Drive,Automatic
1986,Large Cars,20,6.0,3.8,Front-Wheel Drive,Automatic
1986,Large Cars,18,8.0,4.1,Front-Wheel Drive,Automatic
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Compact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
1986,Subcompact Cars,32,4.0,1.5,Front-Wheel Drive,Manual
1986,Large Cars,18,8.0,4.1,Front-Wheel Drive,Automatic
1986,Subcompact Cars,34,4.0,1.3,Front-Wheel Drive,Manual
1986,Large Cars,18,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Large Cars,19,6.0,4.3,Rear-Wheel Drive,Automatic
1986,Compact Cars,15,6.0,3.4,Rear-Wheel Drive,Automatic
1986,Small Station Wagons,26,4.0,1.5,Front-Wheel Drive,Automatic
1986,Small Station Wagons,24,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Pickup Trucks,22,4.0,2.5,Rear-Wheel Drive,Manual
1986,Subcompact Cars,23,4.0,1.8,Front-Wheel Drive,Manual
1986,Small Pickup Trucks,21,4.0,2.5,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,17,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,16,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,15,6.0,4.2,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,17,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,19,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,18,6.0,3.8,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,27,4.0,1.5,Front-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,17,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Subcompact Cars,23,4.0,1.8,Front-Wheel Drive,Manual
1986,Midsize-Large Station Wagons,16,8.0,5.0,Rear-Wheel Drive,Automatic
1986,Midsize-Large Station Wagons,17,8.0,5.0,Rear-Wheel Drive,Automatic
